Sales Report for Hopin Express
Report for 3 Months Commencing Wednesday 1st October 2025

All Wholesalers,1414 Products Sold for Wholesaler
Alcohol,196 Products Sold in Category
Alcohol Beer,38 Products Sold in Sub Category
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
="6932570128119",,"Lm Bm600 Kit Blueberry",20.00%,5.99,2,10.99,1.83,4.60,4.56,49.8%
="6932570128133",,"Lm Bm600 Kit Cherry Ice",20.00%,5.99,6,35.94,5.99,13.79,16.16,53.9%
="6932570128157",,"Lm Bm600 Kit Dble Apple",20.00%,5.99,5,26.98,4.50,11.49,10.99,48.9%
="6932570128164",,"Lm Bm600 Kit Grape",20.00%,5.99,9,50.94,8.49,20.69,21.76,51.3%
="6932570128249",,"Lm Bm600 Kit Straw Ice",20.00%,5.99,8,41.98,7.00,18.39,16.59,47.4%
="6932570128256",,"Lm Bm600 Kit Triple Mango",20.00%,5.99,2,11.98,2.00,4.60,5.39,53.9%
="6932570128263",,"Lm Bm600 Kit Wmelon Ice",20.00%,5.99,2,11.98,2.00,4.60,5.39,53.9%
="6932570153814",,"Lm Bm6000 Kit Blue Sr Rz",20.00%,12.99,9,106.45,17.74,42.18,46.53,52.4%
="6932570153500",,"Lm Bm6000 Kit Chry Ice",20.00%,12.99,3,35.98,6.00,13.29,16.69,55.7%
="6932570153807",,"Lm Bm6000 Kit Lemon Lime",20.00%,12.99,7,80.96,13.49,29.19,38.28,56.7%
="6932570153715",,"Lm Bm6000 Kit P/Appl Ice",20.00%,12.99,5,58.97,9.83,22.49,26.65,54.2%
="6932570153791",,"Lm Bm6000 Kit Trpl Mango",20.00%,12.99,6,70.96,11.83,28.79,30.35,51.3%
="6932570153784",,"Lm Bm6000 Kit W/Mel Ice",20.00%,12.99,4,40.00,6.67,18.29,15.04,45.1%
="6932570147288",,"Lm Bm6000 Pd Blue Sr Ras",20.00%,7.99,4,31.96,5.33,13.19,13.44,50.5%
="6932570147172",,"Lm Bm6000 Pd P/Apple Ice",20.00%,7.99,5,39.95,6.66,16.99,16.30,49.0%
="6932570147264",,"Lm Bm6000 Pod Trpl Mango",20.00%,7.99,5,39.95,6.66,16.99,16.30,49.0%
="6932570147257",,"Lm Bm6000 Pod W/Melon",20.00%,7.99,5,39.95,6.66,15.79,17.50,52.6%
="6932570128126",,"Lost Mary 600 Kit Bsr",20.00%,5.99,4,22.97,3.83,9.20,9.95,52.0%
="6932570128225",,"Lost Mary 600 Kit P/Appl",20.00%,5.99,17,91.93,15.32,34.92,41.69,54.4%
="6932570129956",,"Lost Mary 600 Pod P/Appl",20.00%,5.99,2,11.98,2.00,4.88,5.11,51.1%
="6932570162748",,"Lost Mary Bm600 Cherry Peach L",20.00%,5.99,2,11.98,2.00,4.60,5.39,53.9%
="6932570128140",,"Lost Mary Bm600 Kit Cola 2Ml T",20.00%,5.99,4,20.00,3.33,9.20,7.47,44.8%
="6932570128218",,"Lost Mary BM600 Kit Peach Ice",20.00%,5.99,3,15.00,2.50,6.90,5.60,44.8%
="6932570128492",,"Lost Mary Bm600 Kit Strawberry",20.00%,5.99,1,5.99,1.00,2.30,2.69,53.9%
="6932570163127",,"Lost Mary Bm600 Kiwi Passion F",20.00%,5.99,1,5.99,1.00,0.00,0.00,0.0%
="6932570162779",,"Lost Mary Bm600 Mad Blue 2Ml 2",20.00%,5.99,3,16.98,2.83,6.90,7.25,51.3%
="6932570129864",,"Lost Mary Bm600 Pods Cherry Ic",20.00%,5.99,5,29.95,4.99,29.95,-4.99,-20.0%
="6932570129901",,"Lost Mary Bm600 Pods Lemon Lim",20.00%,5.99-10.00,4,30.00,5.00,8.40,16.60,66.4%
="6932570162809",,"Lost Mary Bm600 Red Apple Ice ",20.00%,5.99,3,16.98,2.83,6.90,7.25,51.3%
="6932570128485",,"Lost Mary Bm600 Triple Melon 2",20.00%,5.99,4,22.97,3.83,9.20,9.95,52.0%
="6932570163745",,"Lost Mary Bm6000 Banana Ice 10",20.00%,12.99,2,25.98,4.33,8.60,13.05,60.3%
="6932570163844",,"Lost Mary Bm6000 Banana Ice 2M",20.00%,7.99,5,38.95,6.49,14.75,17.71,54.6%
="6932570147141",,"Lost Mary Bm6000 Banana Volcan",20.00%,7.99,4,31.96,5.33,11.80,14.83,55.7%
="6932570153616",,"Lost Mary Bm6000 Cherry Cola 2",20.00%,12.99,5,55.98,9.33,21.49,25.16,53.9%
="6932570153517",,"Lost Mary Bm6000 Juicy Peach 2",20.00%,12.99,3,38.97,6.50,21.59,10.89,33.5%
="6932570153630",,"Lost Mary Bm6000 Kiwi Passion ",20.00%,12.99,4,42.99,7.17,17.19,18.63,52.0%
="6932570153562",,"Lost Mary Bm6000 Strawberry Ra",20.00%,12.99,4,48.97,8.16,17.19,23.62,57.9%
="7622100871873",,"Marlboro Gold",20.00%,7.00,8,56.00,9.33,40.00,6.67,14.3%
="5744000761619",,"Pablo Exclusive Nicotine Pouch",20.00%,4.99,1,4.99,0.83,1.83,2.33,56.0%
="5744000761671",,"Pablo Nic Frosted Mint",20.00%,4.99,2,9.98,1.66,3.59,4.73,56.8%
="6942417234637",,"Ske 600 Pod Blue Rasp",20.00%,4.99,4,18.98,3.16,7.86,7.96,50.3%
="6942417234644",,"Ske 600 Pod Straw Burst",20.00%,4.99,1,4.99,0.83,1.97,2.19,52.7%
="6942417232640",,"Ske 600 Pro Kit Pineapple",20.00%,5.99,6,34.46,5.74,14.09,14.62,50.9%
="6942417260575",,"Ske 600 Pro Pod Blueberry Cher",20.00%,4.99,1,4.99,0.83,1.80,2.36,56.7%
="6942417234613",,"Ske 600 Pro Pod Fizzy Cherry",20.00%,4.99,2,9.98,1.66,3.93,4.39,52.7%
="6942417238567",,"Ske 600 Pro Pod Kiwi Passion",20.00%,4.99,1,4.99,0.83,1.97,2.19,52.7%
="6942417260605",,"Ske 600 Pro Pod Pineapple Peac",20.00%,4.99,2,9.98,1.66,6.79,1.53,18.4%
="5000393085092",,"Velo Freezing Peppermint",20.00%,6.49-6.50,11,70.48,11.75,26.39,32.34,55.1%
="5000393043689",,"Velo Nicotine Pouches Polar Mi",20.00%,5.99,8,47.92,7.99,18.79,21.14,52.9%
Sub Category Totals for Alternative Smoking,,,,,291,2106.62,351.10,866.50,884.02,50.6%

Category Totals for Alternative Smoking,,,,,291,2106.62,351.10,866.50,884.02,50.6%


Chiller,50 Products Sold in Category
Chiller,29 Products Sold in Sub Category
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
="5060251270985",,"Annas Idli & Dosa Batter 1Kg",0.00%,3.29,10,32.10,0.00,22.90,9.20,28.7%
="5024263000107",,"Birds Large F/Range Eggs",0.00%,1.99,2,3.98,0.00,3.11,0.87,21.8%
="5060027405115",,"Brockmoor Mat Ched",0.00%,1.99,4,7.48,0.00,5.55,1.93,25.8%
="5060498010030",,"Cheese Spring Onion Baguette",0.00%,1.99,1,1.90,0.00,0.00,0.00,0.0%
="5024263001241",,"D&D Large Pre-Packed Egg",0.00%,1.99,1,1.99,0.00,1.44,0.55,27.8%
="5024263000091",,"D&D Med Free Range Eggs",0.00%,1.89,5,9.45,0.00,7.29,2.16,22.9%
="3800229875055",,"Dairy Valley Paneer 500G",0.00%,4.19,2,7.55,0.00,7.18,0.37,4.9%
="5016860639286",,"Dela Steri Choc Milk",0.00%,1.55,2,2.55,0.00,1.84,0.71,27.8%
="5016860959483",,"Dela Steri Straw Milk",0.00%,1.55,15,20.50,0.00,14.10,6.40,31.2%
="5016860001366",,"Dela Steri Vanilla Milk",0.00%,1.59,6,9.39,0.00,5.80,3.59,38.3%
="5020379171915",,"Es Mixed Free Range Eggs",0.00%,3.95,1,3.56,0.00,2.77,0.80,22.3%
="5038584000104",,"Everest Paneer 250G",0.00%,2.29,8,18.32,0.00,12.99,5.33,29.1%
="5065014519011",,"Fast Snax Chic Bac & Mayo 140G",0.00%,1.99,1,1.99,0.00,0.00,0.00,0.0%
="5060224880098",,"Lamb Keema Curry",0.00%,3.49,3,10.47,0.00,0.00,0.00,0.0%
="5740900805309",,"Lurpak Spreadable",0.00%,3.69,2,7.02,0.00,5.50,1.52,21.7%
="5017600022184",,"Muller Semi Skim Milk",0.00%,1.89,25,45.24,0.00,36.56,8.68,19.2%
="5017600030295",,"Muller Semi Skim Milk",0.00%,1.30,3,3.90,0.00,0.26,3.64,93.4%
="5017600020418",,"Muller Semi Skim Milk",0.00%,0.95,2,1.90,0.00,1.20,0.70,36.8%
="5017600012178",,"Muller Whole Milk",0.00%,1.89,50,87.38,0.00,73.12,14.26,16.3%
="5017600010099",,"Muller Whole Milk",0.00%,1.30,1,1.30,0.00,0.80,0.50,38.5%
="5017600010211",,"Muller Whole Milk",0.00%,0.95,3,2.85,0.00,1.89,0.96,33.7%
="5012389673732",,"Nurishment Chocolate1.39",0.00%,1.39,2,2.78,0.00,2.13,0.65,23.3%
="5012389673725",,"Nurishment Strawberr1.39",0.00%,1.39,6,8.34,0.00,6.40,1.94,23.3%
="5012389673749",,"Nurishment Vanilla 1.39",0.00%,1.39,5,6.95,0.00,5.33,1.62,23.3%
="7610900299072",,"Onken Natural Set",0.00%,1.79,7,12.01,0.00,9.55,2.46,20.4%
="7610900037483",,"Onken Natural Yogurt 1Kg",0.00%,2.35,1,2.12,0.00,1.99,0.13,6.1%
="5060415521816",,"Riyas Original Paneer",0.00%,2.49,1,2.49,0.00,1.80,0.69,27.8%
="5060224861035",,"Samosa",0.00%,1.49,2,2.98,0.00,0.00,0.00,0.0%
="5011187120042",,"St Pork Sausage Roll Pm159",0.00%,1.59,2,3.18,0.00,2.20,0.98,30.9%
Sub Category Totals for Chiller,,,,,173,321.67,0.00,233.69,70.64,27.4%

Chiller PM,21 Products Sold in Sub Category
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
="5056079901408",,"Boost Coff Cara Lat 1.19",0.00%,1.19,9,10.33,0.00,6.44,3.89,37.6%
="5056079901385",,"Boost Coffee Espres 1.19",0.00%,1.19,10,11.02,0.00,7.10,3.92,35.6%
="5056079901392",,"Boost Coffee Latte 1.19",0.00%,1.19,13,15.36,0.00,8.90,6.46,42.1%
="4025500286934",,"Cad Choc Milk Drin 1.69",0.00%,1.69,3,4.63,0.00,3.35,1.28,27.7%
="4250402400335",,"Dfe Mini Bites Pm1.00",0.00%,1.00,2,2.00,0.00,1.50,0.50,25.1%
="4250402400250",,"Dfe Swedish M/Balls 1.00",0.00%,1.00,2,2.00,0.00,1.50,0.50,25.1%
="4010198025040",,"Dfe Thai Bites Pm1.00",0.00%,1.00,1,1.00,0.00,0.75,0.25,25.1%
="4010198023244",,"Dfe Tikka Bites Pm1.00",0.00%,1.00,3,2.90,0.00,2.25,0.65,22.5%
="5056357910405",,"M&M  Brownie Milk 1.59",0.00%,1.59,3,4.77,0.00,3.26,1.51,31.7%
="5056357910320",,"Maltesers Milk Dr 1.59",0.00%,1.59,7,11.13,0.00,7.60,3.53,31.7%
="5056357910344",,"Mars Caramel Milk D1.59",0.00%,1.59,4,6.36,0.00,4.34,2.02,31.7%
="5056357910382",,"Milky Way Milk Dr 1.59",0.00%,1.59,1,1.59,0.00,1.09,0.50,31.7%
="4251097420226",,"Pep Firestick 1.25/2Fâœ2",0.00%,1.25,6,6.00,0.00,4.05,1.95,32.6%
="4251097420196",,"Peperami Hot 1.25/2Fâœ2",0.00%,1.25,11,11.75,0.00,7.64,4.11,35.0%
="5056357910429",,"Snickers Milk Drink1.59",0.00%,1.59,1,1.59,0.00,1.09,0.50,31.7%
="5011187113235",,"St Chkn Tikka Slice Pm179",0.00%,1.79,1,1.79,0.00,1.22,0.57,32.1%
="5011187113150",,"St Chkn/Mushroom Slc Pm179",0.00%,1.79,3,5.37,0.00,3.65,1.73,32.1%
="5056357910443",,"Twix Milk Drink Pm 1.59",0.00%,1.59,8,12.72,0.00,8.69,4.03,31.7%
="5410438044807",,"Yazoo Banan Pm 1.29",0.00%,1.29,2,2.58,0.00,1.46,1.12,43.3%
="5410438044883",,"Yazoo Chocolate 1.99",0.00%,1.99,4,7.96,0.00,4.70,3.26,41.0%
="5410438044845",,"Yazoo Strawberry 1.99",0.00%,1.99,1,1.99,0.00,1.23,0.76,38.1%
Sub Category Totals for Chiller PM,,,,,95,124.84,0.00,81.78,43.06,34.5%

Category Totals for Chiller,,,,,268,446.51,0.00,315.47,113.70,29.3%


Confectionery,193 Products Sold in Category
Confectionery,3 Products Sold in Sub Category
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
="8002873015992",,"panettone chocolate",0.00%,6.50,3,13.00,0.00,0.00,0.00,0.0%
="8901719119262",,"Parle 2in1 eclairs",20.00%,2.49,2,4.98,0.83,3.34,0.81,19.5%
="0712179202504",,"roasted makhana",20.00%,1.95,3,5.10,0.85,3.30,0.95,22.4%
Sub Category Totals for Confectionery,,,,,8,23.08,1.68,6.64,1.76,69.0%

Confectionery Choc,11 Products Sold in Sub Category
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
="80310891",,"Kinder Joy  T32",20.00%,1.65,5,7.93,1.32,5.37,1.23,18.7%
="40084107",,"Kinder Surprise T72",20.00%,1.45,8,11.60,1.93,7.50,2.17,22.4%
="5000159571746",,"Maltesers Choct/Bag 1.50",20.00%,1.50,7,10.50,1.75,6.65,2.10,24.0%
="7622210371706",,"Milka Bubbly White 95G",20.00%,1.99,5,9.95,1.66,4.75,3.54,42.7%
="7622210269249",,"Milka Chips Ahoy 100G",20.00%,1.99,7,13.93,2.32,6.65,4.96,42.7%
="7622400005176",,"Milka Choco Swing 100G",20.00%,1.99,4,7.96,1.33,3.80,2.83,42.7%
="7622210163899",,"Milka Confetti 100G",20.00%,1.99,4,7.96,1.33,3.80,2.83,42.7%
="7622202262449",,"Milka Hazelnut 90G",20.00%,1.79-1.99,6,11.74,1.96,5.70,4.08,41.7%
="7622210953421",,"Milka Oreo Brownie 100G",20.00%,1.99,2,3.98,0.66,1.90,1.42,42.7%
="7622201109615",,"Milka Oreo White 100G",20.00%,1.99,2,3.98,0.66,1.90,1.42,42.7%
="5900951313592",,"Twix Chocolate Biscuit Bar",20.00%,1.19,4,4.76,0.79,2.62,1.34,33.9%
Sub Category Totals for Confectionery Choc,,,,,54,94.29,15.71,50.64,27.93,35.5%

Confectionery Choc PM,57 Products Sold in Sub Category
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
="8445291875883",,"Aero Giant Milk Bl 1.65",20.00%,1.65,5,8.25,1.38,5.09,1.78,26.0%
="8445291876330",,"Aero Giant Orange 1.65",20.00%,1.65,8,13.20,2.20,7.89,3.11,28.3%
="8445291527904",,"Aero Giant P/Mint 1.50",20.00%,1.50,7,10.50,1.75,6.53,2.22,25.4%
="8445291876354",,"Aero Hazelnut Bloc 1.65",20.00%,1.65,1,1.65,0.28,1.03,0.35,25.4%
="5000159565561",,"Bounty C/Nut Mc Br Do75p",20.00%,0.75,9,6.75,1.12,4.08,1.54,27.4%
="7622202341809",,"Cad Bits Wispa Bag 1.85",20.00%,1.85,1,1.85,0.31,1.15,0.39,25.5%
="7622202341823",,"Cad Caramel Nibble 1.85",20.00%,1.85,6,11.10,1.85,6.89,2.36,25.5%
="7622202294105",,"Cad Dairy Biscoff 1.69",20.00%,1.69,2,3.38,0.56,2.10,0.71,25.3%
="7622202276088",,"Cad Giant Buttons 1.69",20.00%,1.69,10,16.90,2.82,10.69,3.39,24.1%
="7622202341885",,"Cad Giant Buttons 1.85",20.00%,1.85,1,1.85,0.31,1.15,0.39,25.5%
="7622202278570",,"Cad Oreo Sandwich 1.69",20.00%,1.69,4,6.76,1.13,4.34,1.29,22.9%
="7622202275432",,"Cad Twirl 89P",20.00%,0.89,4,3.56,0.59,2.22,0.74,25.0%
="7622202341922",,"Cadb Oreo Bites 1.85",20.00%,1.85,4,7.40,1.23,4.60,1.57,25.5%
="7622202268311",,"Cadbury Dairy Milk 1.69",20.00%,1.69,13,21.97,3.66,14.06,4.25,23.2%
="7622202278617",,"Cadbury Oreo Pm 1.69",20.00%,1.69,5,8.45,1.41,5.44,1.60,22.8%
="7622202276996",,"Cadbury Picnic Bar Pm89p",20.00%,0.89,7,6.23,1.04,3.89,1.30,25.1%
="7622202275456",,"Cadburys Boost Pm89p",20.00%,0.89,8,7.12,1.19,4.45,1.48,25.0%
="7622202278495",,"Cadburys Caramel Pm1.69",20.00%,1.69,5,8.37,1.40,5.43,1.54,22.1%
="7622202276453",,"Cadburys Freddo 35P",20.00%,0.35,3,1.05,0.17,0.71,0.17,18.9%
="7622202275579",,"Cadburys Starbar Pm89p",20.00%,0.89,4,3.56,0.59,2.24,0.73,24.6%
="7622202275647",,"Cadburys Wispa Gold 89P",20.00%,0.89,12,10.68,1.78,6.67,2.23,25.0%
="7622202275470",,"Cadburys Wispa Pm89p",20.00%,0.89,14,12.46,2.08,7.78,2.60,25.0%
="7622202276347",,"Cadfreddo Caramel 35P",20.00%,0.35,6,2.10,0.35,1.42,0.33,18.9%
="7622202278471",,"Cdm Chopped Nuts 1.69",20.00%,1.69,5,8.45,1.41,5.41,1.63,23.2%
="7622202278754",,"Cdm Fruit & Nut 1.69",20.00%,1.69,6,10.14,1.69,6.15,2.30,27.2%
="7622202341946",,"Cdm Twirl Bites 1.85",20.00%,1.85,3,5.55,0.93,3.30,1.33,28.7%
="5000159571821",,"Galaxy Count T/Bag 1.50",20.00%,1.50,10,15.00,2.50,9.54,2.96,23.6%
="5000159571562",,"Galaxy Milk Block 1.50",20.00%,1.50,11,16.50,2.75,10.58,3.17,23.0%
="5000159571883",,"Galaxy Mint Blck 1.50",20.00%,1.50,2,3.00,0.50,1.92,0.58,23.0%
="5900951321108",,"Galaxy Salt Caramel 1.50",20.00%,1.50,3,4.50,0.75,2.89,0.86,23.0%
="8000500448076",,"Kinder Bueno Classic 85P",20.00%,0.85,6,5.10,0.85,3.36,0.89,21.0%
="8000500448052",,"Kinder Bueno White 85P",20.00%,0.85,11,8.80,1.47,6.16,1.18,16.0%
="80844921",,"Kinder Choc T8 1.65",20.00%,1.65,3,4.95,0.82,3.18,0.95,23.0%
="80830979",,"Kinder Snack Bar 50P",20.00%,0.50,7,3.50,0.58,2.25,0.66,22.7%
="8000500458181",,"Kinderbueno Clas Pk 1.99",20.00%,1.99,14,27.76,4.63,17.81,5.33,23.0%
="8000500458204",,"Kinderbueno Whit Mp 1.99",20.00%,1.99,4,7.87,1.31,5.17,1.38,21.1%
="3800020401644",,"Kit Kat Chun P/Butt 89P",20.00%,0.89,4,3.56,0.59,2.00,0.97,32.6%
="3800020401477",,"Kit Kat Chunky Funky 89P",20.00%,0.89,4,3.56,0.59,2.08,0.88,29.8%
="8445291877627",,"Kit Kat Chunky Milk 89P",20.00%,0.89,4,3.56,0.59,2.09,0.88,29.7%
="5000159571678",,"M&M Crispy Treat Pm 1.50",20.00%,1.50,8,12.00,2.00,7.70,2.31,23.1%
="5000159571715",,"M&M Peanut Bag Pm 1.50",20.00%,1.50,4,6.00,1.00,3.85,1.15,23.1%
="5000159571692",,"M&Ms Choco T/B Pm 1.50",20.00%,1.50,1,1.50,0.25,0.96,0.29,23.1%
="8445291693869",,"M/Bar Choc Cru Blk 1.65",20.00%,1.65,12,19.80,3.30,11.90,4.60,27.9%
="5900951315732",,"M/Way Magic Stars Ch 75P",20.00%,0.75,5,3.75,0.62,2.28,0.85,27.2%
="5000159604222",,"Maltesers Block 1.69",20.00%,1.69,4,6.76,1.13,4.31,1.32,23.5%
="5000159564939",,"Maltesers Stnd Bag 75P",20.00%,0.75,6,4.43,0.74,2.73,0.96,26.1%
="5000159565004",,"Mars Choc Bar 75P",20.00%,0.75,5,3.75,0.62,2.26,0.87,27.7%
="8000300430752",,"Milkybar Block 1.50",20.00%,1.50,4,6.00,1.00,3.72,1.28,25.6%
="8000300439120",,"Milkybar Medium Pm 89P",20.00%,0.89,6,5.34,0.89,3.07,1.38,30.9%
="5000159564892",,"Milkyway Choc Bar 75P",20.00%,0.75,9,6.75,1.12,4.01,1.61,28.6%
="8000300431148",,"Nestle Crunch Pm 1.50",20.00%,1.50,4,6.00,1.00,3.94,1.06,21.2%
="0034000471652",,"Reeses Pbc Mini Pm 1.35",20.00%,1.35,1,1.35,0.23,0.84,0.28,25.1%
="5000159571784",,"Revels Choc T/Bag 1.50",20.00%,1.50,3,4.50,0.75,2.86,0.89,23.6%
="4014400935202",,"Riesen Bag 1.25",20.00%,1.25,2,2.50,0.42,1.50,0.58,28.1%
="8445291869981",,"Smarties Hexa Tube 89P",20.00%,0.89,3,2.67,0.45,1.56,0.67,30.0%
="5000159565028",,"Snickers Choc Bar 75P",20.00%,0.75,29,21.75,3.62,13.10,5.02,27.7%
="8445291848825",,"Yorkie Milk Pm 89P",20.00%,0.89,5,4.45,0.74,2.46,1.25,33.7%
Sub Category Totals for Confectionery Choc PM,,,,,347,426.24,71.04,266.79,88.41,24.9%

Confectionery Choc Seasonal,2 Products Sold in Sub Category
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
="4000539769207",,"Lindt Xmas Teddy 100G",20.00%,3.99-4.49,4,15.40,2.57,10.48,2.36,18.4%
="9556439890374",,"munchies choc samdwich",5.00%,2.20,2,4.18,0.20,3.30,0.68,17.1%
Sub Category Totals for Confectionery Choc Seasonal,,,,,6,19.58,2.77,13.78,3.04,18.1%

Confectionery Non-Barcoded,6 Products Sold in Sub Category
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
="4005292654234",,"impact strong mints",5.00%,1.99,1,1.99,0.09,1.00,0.90,47.2%
="0022000005144",,"spearmint rain",5.00%,2.49,1,2.00,0.10,1.65,0.25,13.4%
="1110000002689",,"Sweets",20.00%,0.00,267,2.67,0.45,0.00,0.00,0.0%
="0073390055233",,"Trident MST",20.00%,2.10,4,8.40,1.40,4.17,2.83,40.5%
="0073390055165",,"Trident OG",20.00%,2.10,3,5.99,1.00,3.13,1.87,37.4%
="0073390055158",,"Trident SM",20.00%,2.10,4,8.40,1.40,4.17,2.83,40.5%
Sub Category Totals for Confectionery Non-Barcoded,,,,,280,29.45,4.43,14.11,8.68,43.6%

Confectionery Sug,55 Products Sold in Sub Category
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
="42101925",,"A/Waves Bclkmint 10Pce",20.00%,0.65,3,1.95,0.33,1.10,0.53,32.4%
="6936756256009",,"Amos Peelerz Gummy Banana Peel",20.00%,1.99,2,3.98,0.66,1.67,1.65,49.8%
="6936756283159",,"Amos Peelerz Gummy Lychee 65G",20.00%,1.99,8,15.92,2.65,6.66,6.61,49.8%
="6936756254456",,"Amos Peelerz Gummy Mango 62G",20.00%,1.99,10,19.90,3.32,8.32,8.26,49.8%
="6936756275598",,"Amos Tasty Sounds Audio Lollip",20.00%,9.99,1,9.99,1.67,5.00,3.33,39.9%
="6936756267142",,"Amoz Peelerz Gummy Raspberry 6",20.00%,1.99,7,13.93,2.32,5.83,5.78,49.8%
="5011053025891",,"Baz Juicy Drop Gum Dip",20.00%,1.99,1,1.99,0.33,1.24,0.42,25.5%
="5056192411006",,"Candy Castle Crew Mutations So",20.00%,0.99,2,1.98,0.33,0.53,1.12,68.2%
="5061030770115",,"Candy Paradise Fluffy O's Mall",20.00%,1.29,5,6.45,1.07,2.92,2.46,45.7%
="5065016930838",,"Candy Paradise Rainbow Swirl L",20.00%,1.29,2,2.58,0.43,1.07,1.08,50.4%
="5061030770733",,"Candy Paradise Vortex Jelly Po",20.00%,0.29,43,12.47,2.08,5.15,5.24,50.4%
="5060072652243",,"Chew B/Rasp Juicy Bites",20.00%,1.25,4,5.00,0.83,2.80,1.37,32.9%
="5060072652236",,"Chew Straw Juicy Bites",20.00%,1.25,9,11.25,1.88,6.29,3.08,32.9%
="8410031979428",,"Chu/Chups Stang Thgs Usd",20.00%,1.50,1,1.50,0.25,0.67,0.58,46.7%
="42211471",,"Extr Ice White C/G S/F ",20.00%,0.65,9,5.85,0.97,3.30,1.58,32.4%
="4009900544610",,"Extra Refresh Straw/Lem",20.00%,0.65,7,4.55,0.76,2.56,1.23,32.5%
="50819485",,"F/Mans Friends Og 24/22",20.00%,0.95,1,0.95,0.16,0.50,0.29,36.9%
="8680734240198",,"Fenomen Watermelon Lollipop 36",20.00%,0.79,8,6.32,1.05,2.30,2.97,56.3%
="8410525200281",,"Fini Cola Bottles 5P Bub",20.00%,0.10,36,3.60,0.60,1.15,1.85,61.7%
="8410525186608",,"Fini Tennis Balls",20.00%,0.10,24,2.40,0.40,0.77,1.23,61.7%
="8410525209901",,"Fini Watermelons",20.00%,0.10,49,4.90,0.82,1.57,2.52,61.7%
="8992741906043",,"Gummi Zone Mega Pizza",20.00%,1.25,3,3.75,0.62,2.00,1.13,36.0%
="5060601190291",,"Haldirams Besan Burfi 300G",0.00%,4.69,4,18.07,0.00,14.36,3.71,20.5%
="5060601190116",,"Haldirams Kaju Katli 300G",0.00%,5.99,13,75.89,0.00,58.50,17.39,22.9%
="5060601190369",,"Haldirams Milk Burfi 300G",0.00%,4.69,6,27.45,0.00,21.60,5.85,21.3%
="50985098",,"Hall Mentholyptus Ex/Str",20.00%,0.85,2,1.70,0.28,0.78,0.64,45.0%
="5010455063142",,"Halls Soothers B/Currant",20.00%,0.85,4,3.40,0.57,2.04,0.80,28.1%
="8437001799084",,"Hannah S Brain Licker",20.00%,1.19,6,7.14,1.19,3.88,2.07,34.8%
="42212003",,"Hubbabubba Org 5S",20.00%,0.75,9,6.75,1.12,3.12,2.51,44.6%
="42212010",,"Hubbabubba Strawberry X5",20.00%,0.75,12,9.00,1.50,4.07,3.43,45.7%
="8906077360202",,"Jaimin Soan Papdi Elaichi 250G",0.00%,1.59,3,4.77,0.00,3.45,1.32,27.7%
="8906077360233",,"Jaimin Soan Papdi Kesar 250G",0.00%,1.59,6,9.35,0.00,6.90,2.45,26.2%
="5030104004920",,"Jakemans Thr&Chest Stick",20.00%,0.79,3,2.37,0.40,1.50,0.48,24.1%
="0070970475337",,"Mike & Ike Original Fruits 141",20.00%,1.99,4,7.96,1.33,4.17,2.47,37.2%
="0079200049034",,"Nerds Gummy Clusters 85G",20.00%,1.99,8,15.92,2.65,8.33,4.93,37.2%
="0041420045691",,"Nerds Rope Rainbow 26G",20.00%,1.79,3,5.37,0.90,2.25,2.23,49.7%
="0041420045707",,"Nerds Rope Very Berry 26G",20.00%,1.79,3,5.37,0.90,2.25,2.23,49.7%
="8682966800140",,"Pappi Monster Dipper 32G",20.00%,1.49,1,1.49,0.25,0.70,0.55,44.0%
="8682966800126",,"Pappi Sour Dipper 34G",20.00%,1.49,2,2.98,0.50,1.39,1.09,44.0%
="0070462098358",,"Sour Patch Kids 99G",20.00%,1.99,2,3.98,0.66,2.08,1.23,37.2%
="5908238606382",,"Sweetworld Candy Floss 50G",20.00%,1.79,6,10.74,1.79,4.99,3.96,44.2%
="5010478850415",,"Swiz Refres Sour App 20P",20.00%,0.20,18,3.60,0.60,1.66,1.34,44.6%
="5010478100213",,"Swizz Drmstk Chw 20P",20.00%,0.20,7,1.40,0.23,0.69,0.48,41.2%
="0073390055219",,"Trident Cinnamon 14 Pcs",20.00%,2.10,3,5.99,1.00,3.13,1.87,37.4%
="0073390055189",,"Trident Watermelon Twist 14 Pc",20.00%,2.10,9,18.90,3.15,9.38,6.37,40.5%
